year,year_5,3GCREC,3GCRKP,CRAB,CREC,CRKP,CRPA,IncomeGroup,source
2004,"(1998,2004]",0.036144578,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.0152314,NA,NA,0.000658328,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.009512066,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.018961253,NA,NA,0.006944444,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.060390764,NA,NA,0.00179051,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.032258065,NA,NA,0.002352941,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.019262982,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.053291536,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.00462963,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.01,0.07,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2004,"(1998,2004]",0.043956044,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.014285714,NA,NA,0.002553191,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.01,0.03,NA,0,0,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
2004,"(1998,2004]",0.006606111,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.052356021,NA,NA,NA,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.080779944,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.229166667,NA,NA,0.027027027,NA,NA,LM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.071428571,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.013961606,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.065317919,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.007292616,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.032037815,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2004,"(1998,2004]",0.04,0.13,0.18,0,0,0.2,H,"The Surveillance Network, USA"
2004,"(1998,2004]",0.2,0.79,0.36,0.02,0.03,0.22,UM,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela"
2005,"(2004,2009]",0.042033236,0.056818182,NA,0.002108222,0,0.103896104,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.036144578,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.280788177,0.5,NA,0,0,0.375,LM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.007849294,0.455357143,NA,0,0,0.236111111,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.16,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.022391402,0.324267782,NA,0,0,0.311284047,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.011494253,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.012903226,0.081081081,NA,0,NA,0.378378378,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.017726799,0.022857143,NA,0,0,0.153061224,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.013881748,0.041262136,NA,0,0.001328021,0.142276423,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.016718913,0.067307692,NA,0.002475248,0.019607843,0.247863248,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.07023705,0.605943152,NA,0.003533569,0.278137128,0.386819484,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.037463977,0.276527331,NA,0.001040583,0.003333333,0.183467742,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.035612536,0.071428571,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.084802687,0.195335277,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.031914894,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.01,0.14,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2005,"(2004,2009]",0.011764706,NA,NA,0,NA,0.177777778,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.4,0.53,NA,NA,0.07,NA,UM,Hospital Civil de Guadalajara Fray Antonio Alcalde
2005,"(2004,2009]",0.024802111,0.0390625,NA,0.000716846,0,0.048128342,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.01,0.02,NA,0,0,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
2005,"(2004,2009]",0.008283133,0.020725389,NA,0,0.00621118,0.034482759,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.045454545,0.660377358,NA,NA,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.117100372,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.166666667,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.082474227,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.01674277,0.192307692,NA,0,0,0.131578947,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.077410744,0.071428571,NA,0.00036245,0,0.171428571,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.0128125,0.014184397,NA,0,NA,0.175438596,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.062896406,0.123333333,NA,NA,0,0.092178771,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2005,"(2004,2009]",0.04,0.13,0.23,0,0.01,0.17,H,"The Surveillance Network, USA"
2005,"(2004,2009]",0.27,0.8,0.43,0.01,0.07,0.29,UM,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela"
2006,"(2004,2009]",0.065965196,0.060324826,NA,0.002839296,0,0.14861461,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.029102167,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.285714286,0.6,NA,0,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.014157014,0.341463415,NA,0,0,0.247058824,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.155555556,NA,NA,0,NA,0.111111111,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.051388889,0.347787611,NA,0,NA,0.327198364,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.024469821,0.037209302,NA,0.006060606,0,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.004694836,0.085106383,NA,0,NA,0.285714286,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.018152696,0.00877193,NA,0,0,0.075949367,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.01965163,0.061266874,NA,0,0,0.121513944,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.04245283,0.136054422,NA,0.001345895,0,0.166666667,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.060751399,0.579072533,NA,0.00407498,0.328554361,0.47607362,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.04964539,0.202657807,NA,0.001939864,0,0.161350844,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.035033805,0.085427136,NA,0,0,0.092436975,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.073626374,0.328125,NA,NA,0.013114754,0.213114754,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.064516129,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.046783626,0.228571429,NA,0,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.017964072,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.05,0.09,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2006,"(2004,2009]",0.042553191,0.0625,NA,0,0,0.2,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.35,0.38,NA,0.02,0.08,0.32,UM,Hospital Civil de Guadalajara Fray Antonio Alcalde
2006,"(2004,2009]",0.032842582,0.035264484,NA,0.000473037,0.003039514,0.020618557,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.02,0.05,NA,0,0,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
2006,"(2004,2009]",0.013986014,0.015209125,NA,0.000723066,0.004524887,0.094117647,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.04368932,0.380952381,NA,NA,NA,0.297297297,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.098490866,0.207920792,NA,NA,NA,0.207171315,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.41025641,0.9375,NA,0.03030303,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.016736402,0.24137931,NA,0,0,0.055555556,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.07138608,0.09430605,NA,0.000322997,0,0.115681234,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.015258548,0.014492754,NA,NA,NA,0.046808511,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.076749436,0.111486486,NA,0.002042206,0.003496503,0.062015504,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2006,"(2004,2009]",0.04,0.12,0.21,0,0.01,0.18,H,"The Surveillance Network, USA"
2006,"(2004,2009]",0.3,0.67,0.4,0,0,0.26,UM,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela"
2007,"(2004,2009]",0.088712871,0.081818182,NA,0.001938924,0,0.115196078,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.039283253,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.228346457,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.026744186,0.403571429,NA,0.00117096,0.003584229,0.264550265,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.183486239,0.307692308,NA,0.018518519,0.025641026,0.192307692,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.073950976,0.456910569,NA,0.002254791,0,0.359767892,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.032460137,0.103658537,NA,0,0,0.022653722,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.013824885,0.031746032,NA,0,0,0.177777778,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.015400411,0.014705882,NA,0,0,0.085227273,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.024872449,0.100775194,NA,0,0.000946074,0.141321045,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.077002053,0.063583815,NA,0.002096436,0.01734104,0.223350254,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.076298701,0.618312757,NA,0.000823045,0.424430642,0.467418546,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.054101222,0.252365931,NA,0,0,0.185404339,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.019047619,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.054022989,0.076271186,NA,0,0,0.0875,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.114528102,0.348773842,NA,0.001022495,0.011111111,0.266304348,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.144736842,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.068085106,0.268292683,NA,0,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.040441176,0.019607843,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.04,0.43,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2007,"(2004,2009]",0.128205128,NA,NA,0,NA,0.111111111,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.47,0.29,0.3,0.02,0,0.31,UM,Hospital Civil de Guadalajara Fray Antonio Alcalde
2007,"(2004,2009]",0.042812255,0.068720379,NA,0.000535906,0,0.023489933,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.02,0.11,NA,0,0,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
